hazard = x=5518.4657826,y=-2837.48574575,label= 0, type=benign
hazard = x=2861.90834756,y=-3395.57565031,label= 425, type=benign
hazard = x=4084.63959209,y=-3705.53784728,label= 426, type=benign
hazard = x=7306.07725152,y=-2853.74116117,label= 427, type=benign
hazard = x=1738.80658291,y=-4919.07488277,label= 428, type=benign
hazard = x=2264.66544067,y=-6140.92505176,label= 429, type=benign
hazard = x=4784.25339354,y=-4927.10494087,label= 430, type=benign
hazard = x=7936.51252719,y=-4975.17178423,label= 431, type=benign
hazard = x=884.828497979,y=-660.607420526,label= 432, type=benign
hazard = x=3201.2525506,y=-1111.7585084,label= 433, type=benign
hazard = x=4394.20828409,y=-1040.28724295,label= 434, type=benign
hazard = x=6359.06146442,y=-161.005015641,label= 435, type=benign
hazard = x=238.546450207,y=-3277.26562486,label= 436, type=benign
hazard = x=3934.45604046,y=-3168.33776917,label= 437, type=benign
hazard = x=4163.87078995,y=-2374.47884671,label= 438, type=benign
hazard = x=7151.53502599,y=-2268.95103157,label= 439, type=benign
hazard = x=4865.34054527,y=-2985.74682374,label= 440, type=benign
hazard = x=4977.42008771,y=-2266.47779892,label= 441, type=benign
hazard = x=5073.36117489,y=-4228.06581594,label= 442, type=benign
hazard = x=1140.64472632,y=-1506.4417205,label= 443, type=benign
hazard = x=2126.80861578,y=-1897.13983494,label= 444, type=benign
hazard = x=4961.6905193,y=-1002.21512533,label= 445, type=benign
hazard = x=6360.98646516,y=-542.128113676,label= 446, type=benign
hazard = x=357.077986502,y=-2386.98088306,label= 447, type=benign
hazard = x=3105.80509082,y=-2511.28859245,label= 448, type=benign
hazard = x=4863.32700156,y=-3647.44988939,label= 449, type=benign
hazard = x=7284.96796543,y=-3582.05525799,label= 450, type=benign
hazard = x=1190.72189361,y=-5367.3068811,label= 451, type=benign
hazard = x=3003.40386731,y=-6319.60550711,label= 452, type=benign
hazard = x=4555.64734914,y=-6369.66959594,label= 453, type=benign
hazard = x=6512.70362026,y=-6370.31670056,label= 454, type=benign
hazard = x=1576.1194502,y=-220.159686831,label= 455, type=benign
hazard = x=3257.62209847,y=-930.398889596,label= 456, type=benign
hazard = x=5416.10067994,y=-1789.58737756,label= 457, type=benign
hazard = x=7364.73954644,y=-1383.85263699,label= 458, type=benign
hazard = x=230.634995418,y=-3514.49253473,label= 459, type=benign
hazard = x=2002.6374162,y=-3596.7584118,label= 460, type=benign
hazard = x=4294.38972632,y=-3123.85111957,label= 461, type=benign
hazard = x=6099.95220077,y=-2161.50197333,label= 462, type=benign
hazard = x=5879.61405472,y=-4126.00721969,label= 463, type=benign
hazard = x=5323.45609835,y=-3031.18426325,label= 464, type=benign
hazard = x=5641.65044349,y=-1356.17711611,label= 465, type=benign
hazard = x=2235.75737571,y=-3325.3820302,label= 466, type=benign
hazard = x=4561.21971669,y=-3199.69438631,label= 467, type=benign
hazard = x=6301.79323406,y=-2296.44886271,label= 468, type=benign
hazard = x=7174.60197027,y=-6223.24629318,label= 469, type=benign
hazard = x=5634.10300704,y=-1455.27137298,label= 470, type=benign
hazard = x=2715.38827057,y=-4260.57044057,label= 471, type=benign
hazard = x=4469.2401974,y=-2530.50127185,label= 472, type=benign
hazard = x=7172.80445817,y=-3149.68130593,label= 473, type=benign
hazard = x=2186.4208942,y=-5079.7003022,label= 474, type=benign
hazard = x=7147.81330743,y=-5210.82460985,label= 475, type=benign
hazard = x=1113.73168016,y=-1849.62911854,label= 476, type=benign
hazard = x=1423.58217136,y=-4074.32266435,label= 477, type=benign
hazard = x=3412.22532367,y=-3743.40677319,label= 478, type=benign
hazard = x=6975.88863844,y=-3054.22833083,label= 479, type=benign
hazard = x=5164.48332468,y=-3884.49102408,label= 480, type=benign
hazard = x=4191.03897465,y=-3618.54816843,label= 481, type=benign
hazard = x=4785.00838675,y=-2906.27697322,label= 482, type=benign
hazard = x=4840.08817156,y=-2735.91400729,label= 483, type=benign
hazard = x=4627.11523014,y=-4163.18993397,label= 484, type=benign
hazard = x=4051.57467758,y=-2140.27792316,label= 485, type=benign
hazard = x=6631.75964178,y=-2833.74484844,label= 486, type=benign
hazard = x=7292.88888943,y=-5572.85657542,label= 487, type=benign
hazard = x=4480.12845449,y=-3450.58396209,label= 488, type=benign
hazard = x=4210.93665646,y=-2678.95101695,label= 489, type=benign
hazard = x=5228.95017841,y=-2927.02506554,label= 490, type=benign
hazard = x=5731.41044632,y=-776.075623437,label= 491, type=benign
hazard = x=6281.90382057,y=-898.44424538,label= 492, type=benign
hazard = x=2331.3616984,y=-4252.51418062,label= 493, type=benign
hazard = x=5253.06724051,y=-3851.70467215,label= 494, type=benign
hazard = x=7578.74547731,y=-3919.72148897,label= 495, type=benign
hazard = x=2096.60431685,y=-5431.77927947,label= 496, type=benign
hazard = x=4397.48543408,y=-5779.00087556,label= 497, type=benign
hazard = x=6103.15678359,y=-4428.95322138,label= 498, type=benign
hazard = x=1661.76423283,y=-1264.93829375,label= 499, type=benign
hazard = x=3350.57583081,y=-1426.12609415,label= 500, type=benign
hazard = x=4070.42731366,y=-167.264557938,label= 501, type=benign
hazard = x=6458.76005525,y=-239.783434146,label= 502, type=benign
hazard = x=359.715056435,y=-3692.64959158,label= 503, type=benign
hazard = x=2417.66379358,y=-3130.84481345,label= 504, type=benign
hazard = x=4925.55693029,y=-3179.86141504,label= 505, type=benign
hazard = x=7286.71089753,y=-2595.44190716,label= 506, type=benign
hazard = x=5643.14045674,y=-3467.4577324,label= 507, type=benign
hazard = x=1900.17355954,y=-1191.39536246,label= 508, type=benign
hazard = x=2367.57671678,y=-750.392217679,label= 509, type=benign
hazard = x=5155.83887772,y=-1728.38009258,label= 510, type=benign
hazard = x=6709.38586361,y=-557.806833621,label= 511, type=benign
hazard = x=1918.36604286,y=-4027.49917081,label= 512, type=benign
hazard = x=3187.44620093,y=-3076.80396751,label= 513, type=benign
hazard = x=5074.13224218,y=-3251.25532818,label= 514, type=benign
hazard = x=7702.36557846,y=-3040.55911546,label= 515, type=benign
hazard = x=709.449067344,y=-5825.71899751,label= 516, type=benign
hazard = x=3469.51683781,y=-4397.12528948,label= 517, type=benign
hazard = x=4134.97227398,y=-5774.30560516,label= 518, type=benign
hazard = x=7171.95878266,y=-5368.34012157,label= 519, type=benign
hazard = x=1041.19849905,y=-1266.66227082,label= 520, type=benign
hazard = x=3324.47616016,y=-1558.57826549,label= 521, type=benign
hazard = x=5249.59670709,y=-1993.29491267,label= 522, type=benign
hazard = x=7020.11311442,y=-1788.94112825,label= 523, type=benign
hazard = x=756.020486398,y=-4076.3604659,label= 524, type=benign
hazard = x=2525.53075175,y=-3735.508411,label= 525, type=benign
hazard = x=5258.15455321,y=-2771.60757949,label= 526, type=benign
hazard = x=7733.31756126,y=-2467.53312563,label= 527, type=benign
hazard = x=5242.14149226,y=-293.74178768,label= 528, type=benign
hazard = x=7036.21140134,y=-34.5243679227,label= 529, type=benign
hazard = x=3395.86975114,y=-3763.23442763,label= 530, type=benign
hazard = x=5754.21252581,y=-3251.40703529,label= 531, type=benign
hazard = x=7456.78084782,y=-2897.68847715,label= 532, type=benign
hazard = x=2150.08261817,y=-6319.90191564,label= 533, type=benign
hazard = x=4824.88305893,y=-5828.42795371,label= 534, type=benign
hazard = x=6864.77968626,y=-5744.15345955,label= 535, type=benign
hazard = x=329.032961828,y=-2110.60622332,label= 536, type=benign
hazard = x=3980.03700196,y=-324.458972335,label= 537, type=benign
hazard = x=4666.24048027,y=-848.580164088,label= 538, type=benign
hazard = x=6245.41879067,y=-10.7052633008,label= 539, type=benign
hazard = x=1783.47729975,y=-3085.79545451,label= 540, type=benign
hazard = x=3729.27595936,y=-3747.76788247,label= 541, type=benign
hazard = x=5530.87365304,y=-2834.7297051,label= 542, type=benign
hazard = x=7956.8727498,y=-2233.86759321,label= 543, type=benign
hazard = x=4650.90346559,y=-2531.12394843,label= 544, type=benign
hazard = x=1328.68781544,y=-1701.90310465,label= 545, type=benign
hazard = x=3973.54222824,y=-1377.12832417,label= 546, type=benign
hazard = x=5874.89262842,y=-735.742912986,label= 547, type=benign
hazard = x=6831.1125505,y=-1838.97945571,label= 548, type=benign
hazard = x=762.25369517,y=-2696.28346215,label= 549, type=benign
hazard = x=3670.80356282,y=-2230.99290623,label= 550, type=benign
hazard = x=5283.70602177,y=-2423.95584573,label= 551, type=benign
hazard = x=6340.18723016,y=-2488.89388001,label= 552, type=benign
hazard = x=471.464418192,y=-6176.81549684,label= 553, type=benign
hazard = x=2212.58141589,y=-5872.5314079,label= 554, type=benign
hazard = x=5587.81643886,y=-5494.28300331,label= 555, type=benign
hazard = x=6460.82084125,y=-6041.43556601,label= 556, type=benign
hazard = x=84.910542743,y=-859.022991403,label= 557, type=benign
hazard = x=3130.67676139,y=-371.275106257,label= 558, type=benign
hazard = x=4705.86160666,y=-248.124619078,label= 559, type=benign
hazard = x=7068.54007381,y=-1909.74938722,label= 560, type=benign
hazard = x=1428.68549099,y=-2743.15737942,label= 561, type=benign
hazard = x=3988.42396281,y=-3718.24157888,label= 562, type=benign
hazard = x=4224.21167488,y=-2662.33707659,label= 563, type=benign
hazard = x=7407.96319236,y=-3960.92576772,label= 564, type=benign
hazard = x=5345.40214443,y=-4229.9659729,label= 565, type=benign
hazard = x=6441.13324571,y=-4244.37937104,label= 566, type=benign
hazard = x=7687.8593404,y=-4464.91722994,label= 567, type=benign
hazard = x=4935.88724924,y=-2327.82236161,label= 568, type=benign
hazard = x=7847.52057363,y=-3620.16580374,label= 569, type=benign
hazard = x=6638.26538752,y=-5192.6820893,label= 570, type=benign
hazard = x=4450.22040622,y=-2594.64197937,label= 571, type=benign
hazard = x=7999.37502157,y=-2366.46195454,label= 572, type=benign
hazard = x=6840.81332176,y=-5144.4388044,label= 573, type=benign
hazard = x=4518.89471159,y=-806.749451188,label= 574, type=benign
hazard = x=2037.13682446,y=-2322.25663087,label= 575, type=benign
hazard = x=5650.77755525,y=-3137.79061105,label= 576, type=benign
hazard = x=7730.6824256,y=-3805.2335859,label= 577, type=benign
hazard = x=2685.95715626,y=-6154.39331229,label= 578, type=benign
hazard = x=7215.55633365,y=-5044.16631382,label= 579, type=benign
hazard = x=1769.31470553,y=-178.63913246,label= 580, type=benign
hazard = x=855.960296227,y=-2138.97396946,label= 581, type=benign
hazard = x=2380.44451737,y=-4192.59526617,label= 582, type=benign
hazard = x=6188.88800436,y=-4044.34183738,label= 583, type=benign
hazard = x=5371.57968049,y=-2766.4943168,label= 584, type=benign
hazard = x=4993.0381149,y=-2388.27406701,label= 585, type=benign
hazard = x=5031.50022036,y=-2553.46108782,label= 586, type=benign
hazard = x=6198.09717913,y=-2427.97415742,label= 587, type=benign
hazard = x=7765.52603069,y=-4284.73158127,label= 588, type=benign
hazard = x=4989.73786044,y=-4149.7363187,label= 589, type=benign
hazard = x=5694.27062599,y=-2202.16269533,label= 590, type=benign
hazard = x=4002.65267581,y=-1381.41645957,label= 591, type=benign
hazard = x=3055.91150693,y=-3121.05785661,label= 592, type=benign
hazard = x=4239.54710035,y=-2192.86759324,label= 593, type=benign
hazard = x=6197.75480506,y=-2584.80909963,label= 594, type=benign
hazard = x=3473.68383345,y=-5313.80437251,label= 595, type=benign
hazard = x=7293.22983269,y=-4551.26534957,label= 596, type=benign
hazard = x=1865.5929414,y=-1748.17275122,label= 597, type=benign
hazard = x=1011.59601922,y=-4098.027317,label= 598, type=benign
hazard = x=3423.39835475,y=-4035.29329112,label= 599, type=benign
hazard = x=7635.53890212,y=-4095.12505529,label= 600, type=benign
hazard = x=5356.06028021,y=-3007.86879663,label= 601, type=benign
hazard = x=872.274734633,y=-786.44759463,label= 602, type=benign
hazard = x=3838.55456777,y=-628.247600472,label= 603, type=benign
hazard = x=5143.86581638,y=-641.889325229,label= 604, type=benign
hazard = x=6011.42512317,y=-1616.21211166,label= 605, type=benign
hazard = x=1137.26600918,y=-4224.58817546,label= 606, type=benign
hazard = x=2705.46275326,y=-3386.8905197,label= 607, type=benign
hazard = x=5243.94772231,y=-4062.16943743,label= 608, type=benign
hazard = x=6092.05726261,y=-2575.95453484,label= 609, type=benign
hazard = x=1207.27724723,y=-5889.90910898,label= 610, type=benign
hazard = x=2936.66024154,y=-5415.42130783,label= 611, type=benign
hazard = x=5243.91360074,y=-5419.83811836,label= 612, type=benign
hazard = x=6161.29118037,y=-4593.41104531,label= 613, type=benign
hazard = x=205.814771558,y=-1037.91532586,label= 614, type=benign
hazard = x=2431.13445663,y=-783.050181566,label= 615, type=benign
hazard = x=4011.97900118,y=-299.729996002,label= 616, type=benign
hazard = x=6856.80911341,y=-1677.68604896,label= 617, type=benign
hazard = x=908.012624456,y=-3814.4496135,label= 618, type=benign
hazard = x=2321.05587119,y=-3919.3096067,label= 619, type=benign
hazard = x=4262.78917651,y=-3201.36711381,label= 620, type=benign
hazard = x=6359.0882384,y=-2471.86465614,label= 621, type=benign
hazard = x=1434.54710032,y=-677.665381003,label= 622, type=benign
hazard = x=3198.53998215,y=-923.141077978,label= 623, type=benign
hazard = x=4250.1503814,y=-2062.72762779,label= 624, type=benign
hazard = x=6124.19882389,y=-1842.66963882,label= 625, type=benign
hazard = x=499.13050861,y=-3208.36557134,label= 626, type=benign
hazard = x=3134.77736546,y=-4193.03120476,label= 627, type=benign
hazard = x=4683.48730619,y=-2319.08946493,label= 628, type=benign
hazard = x=6214.39139171,y=-4243.72638821,label= 629, type=benign
hazard = x=1491.18978357,y=-5787.71450927,label= 630, type=benign
hazard = x=2767.64871842,y=-6277.54110303,label= 631, type=benign
hazard = x=4725.11501121,y=-5392.43094911,label= 632, type=benign
hazard = x=7137.5800039,y=-4691.48228112,label= 633, type=benign
hazard = x=1885.53429931,y=-226.480340979,label= 634, type=benign
hazard = x=2537.79435303,y=-1582.0208734,label= 635, type=benign
hazard = x=5912.80708564,y=-783.785916049,label= 636, type=benign
hazard = x=7480.03527183,y=-503.005674527,label= 637, type=benign
hazard = x=1143.52765414,y=-4048.36307464,label= 638, type=benign
hazard = x=2036.42106195,y=-2330.05275491,label= 639, type=benign
hazard = x=4680.85314969,y=-2655.00143499,label= 640, type=benign
hazard = x=7005.49249412,y=-2410.05404,label= 641, type=benign
hazard = x=4063.03229733,y=-673.933069054,label= 642, type=benign
hazard = x=2227.95428565,y=-2663.0661223,label= 643, type=benign
hazard = x=5082.57882553,y=-3946.57486792,label= 644, type=benign
hazard = x=6257.74947231,y=-3256.20976484,label= 645, type=benign
hazard = x=7568.21437793,y=-4540.81075176,label= 646, type=benign
hazard = x=5708.0824938,y=-3012.45469683,label= 647, type=benign
hazard = x=4880.6954283,y=-3908.59777708,label= 648, type=benign
hazard = x=4570.52164707,y=-829.177254905,label= 649, type=benign
hazard = x=3392.62227837,y=-2467.51245761,label= 650, type=benign
hazard = x=5805.84912244,y=-2893.01652398,label= 651, type=benign
hazard = x=6989.77019972,y=-2693.62585771,label= 652, type=benign
hazard = x=7951.79388475,y=-5049.4448614,label= 653, type=benign
hazard = x=4877.88467373,y=-2556.75712934,label= 654, type=benign
hazard = x=5684.56927103,y=-875.781833449,label= 655, type=benign
hazard = x=3331.80679019,y=-3289.2455643,label= 656, type=benign
hazard = x=5757.59451771,y=-3780.13288036,label= 657, type=benign
hazard = x=6923.96189307,y=-4141.91267027,label= 658, type=benign
hazard = x=6775.60278694,y=-5405.50580146,label= 659, type=benign
hazard = x=4136.26397113,y=-44.1494280903,label= 660, type=benign
hazard = x=3238.32056927,y=-3713.02156148,label= 661, type=benign
hazard = x=5426.93912264,y=-2142.85368732,label= 662, type=benign
hazard = x=6200.66157503,y=-3390.30960021,label= 663, type=benign
hazard = x=3899.19536701,y=-4565.45232462,label= 664, type=benign
hazard = x=7922.54244527,y=-4871.05704195,label= 665, type=benign
hazard = x=550.276675048,y=-1392.68755895,label= 666, type=benign
hazard = x=1465.70511053,y=-2237.00344038,label= 667, type=benign
hazard = x=3845.67599582,y=-2715.47072419,label= 668, type=benign
hazard = x=7734.56833102,y=-3121.57196357,label= 669, type=benign
hazard = x=1163.45444619,y=-138.950446405,label= 670, type=benign
hazard = x=2275.90884879,y=-1269.18862689,label= 671, type=benign
hazard = x=4016.03163478,y=-683.152667807,label= 672, type=benign
hazard = x=7672.17150302,y=-1631.63856061,label= 673, type=benign
hazard = x=157.738859147,y=-3969.65299886,label= 674, type=benign
hazard = x=2612.7969724,y=-3668.45436956,label= 675, type=benign
hazard = x=4235.50838443,y=-2360.52511259,label= 676, type=benign
hazard = x=6753.98662985,y=-3460.14502349,label= 677, type=benign
hazard = x=1359.48005945,y=-4352.70577335,label= 678, type=benign
hazard = x=2530.76465263,y=-5250.70843026,label= 679, type=benign
hazard = x=5585.59130205,y=-5996.44162242,label= 680, type=benign
hazard = x=7451.65318536,y=-6266.33802043,label= 681, type=benign
hazard = x=1039.76560662,y=-1808.56536729,label= 682, type=benign
hazard = x=3980.5258282,y=-840.763136472,label= 683, type=benign
hazard = x=4429.24107028,y=-984.144416819,label= 684, type=benign
hazard = x=7440.238773,y=-1707.87413041,label= 685, type=benign
hazard = x=1519.58996425,y=-4265.27035603,label= 686, type=benign
hazard = x=3115.73167616,y=-2470.35849947,label= 687, type=benign
hazard = x=5486.75636128,y=-3370.0246531,label= 688, type=benign
hazard = x=7206.23017214,y=-3918.34506022,label= 689, type=benign
hazard = x=4338.41984131,y=-2941.48803067,label= 690, type=benign
hazard = x=4673.91551546,y=-3365.19360243,label= 691, type=benign
hazard = x=6405.84460875,y=-2246.1960479,label= 692, type=benign
hazard = x=7528.60301466,y=-5471.69719765,label= 693, type=benign
hazard = x=5258.68578053,y=-85.6875464578,label= 694, type=benign
hazard = x=2674.311294,y=-2945.88154603,label= 695, type=benign
hazard = x=5209.76057911,y=-3660.96605401,label= 696, type=benign
hazard = x=6082.65775066,y=-4263.2180469,label= 697, type=benign
hazard = x=3584.22419528,y=-6149.40958717,label= 698, type=benign
hazard = x=7501.42405613,y=-5543.32676957,label= 699, type=benign
hazard = x=1288.46105204,y=-1195.20269304,label= 700, type=benign
hazard = x=801.739699655,y=-2763.85985082,label= 701, type=benign
hazard = x=2708.18416892,y=-2672.75738025,label= 702, type=benign
hazard = x=7159.01511523,y=-2584.40053534,label= 703, type=benign
hazard = x=4037.68900501,y=-3816.03311826,label= 704, type=benign
hazard = x=6271.42389675,y=-3962.21583725,label= 705, type=benign
hazard = x=6906.41568798,y=-5186.67154305,label= 706, type=benign
hazard = x=5772.20523096,y=-3322.70626079,label= 707, type=benign
hazard = x=4675.23032985,y=-1650.51314804,label= 708, type=benign
hazard = x=7922.7037637,y=-1830.01139705,label= 709, type=benign
hazard = x=2213.24508115,y=-3315.3816185,label= 710, type=benign
hazard = x=5097.95741164,y=-3605.70533653,label= 711, type=benign
hazard = x=6347.37749153,y=-3435.61658274,label= 712, type=benign
hazard = x=2192.18565053,y=-6058.91338353,label= 713, type=benign
hazard = x=5446.99962798,y=-4703.87899128,label= 714, type=benign
hazard = x=7299.94067202,y=-5512.54031196,label= 715, type=benign
hazard = x=1760.37082555,y=-1542.81909809,label= 716, type=benign
hazard = x=3741.21652348,y=-159.646952319,label= 717, type=benign
hazard = x=5417.31941473,y=-1204.39153191,label= 718, type=benign
hazard = x=6512.79013351,y=-1690.43166069,label= 719, type=benign
hazard = x=1829.2692621,y=-2453.95677432,label= 720, type=benign
hazard = x=3224.35167481,y=-2572.32485602,label= 721, type=benign
hazard = x=4135.08541395,y=-4207.04100132,label= 722, type=benign
hazard = x=7283.69851084,y=-2679.83223255,label= 723, type=benign
hazard = x=4708.80445534,y=-2410.48579876,label= 724, type=benign
hazard = x=4551.51155475,y=-231.654892293,label= 725, type=benign
hazard = x=6121.39815622,y=-521.627954628,label= 726, type=benign
hazard = x=2844.9644232,y=-4129.45199027,label= 727, type=benign
hazard = x=4633.40178849,y=-3263.90604073,label= 728, type=benign
hazard = x=7305.50256682,y=-3120.49362132,label= 729, type=benign
hazard = x=2072.26804591,y=-4404.79781131,label= 730, type=benign
hazard = x=4111.69109077,y=-4309.04679002,label= 731, type=benign
hazard = x=7888.1562688,y=-5263.2663333,label= 732, type=benign
hazard = x=1805.32879047,y=-360.267767468,label= 733, type=benign
hazard = x=3684.15642187,y=-610.439343282,label= 734, type=benign
hazard = x=4317.37415933,y=-1100.27039973,label= 735, type=benign
hazard = x=7862.31700735,y=-1200.24028886,label= 736, type=benign
hazard = x=908.478023737,y=-2604.53830177,label= 737, type=benign
hazard = x=3414.56028101,y=-3873.92831656,label= 738, type=benign
hazard = x=5776.12285013,y=-2957.66987389,label= 739, type=benign
hazard = x=7536.08431235,y=-4084.76322087,label= 740, type=benign
hazard = x=4465.96225512,y=-4152.57456139,label= 741, type=benign
hazard = x=4820.83565563,y=-1315.17745051,label= 742, type=benign
hazard = x=6580.89316621,y=-412.764874187,label= 743, type=benign
hazard = x=3577.55691406,y=-2397.60841979,label= 744, type=benign
hazard = x=5015.76117867,y=-2295.20714405,label= 745, type=benign
hazard = x=6247.44498045,y=-3083.12926289,label= 746, type=benign
hazard = x=2959.7724177,y=-6204.11004,label= 747, type=benign
hazard = x=4921.01857981,y=-5510.73031814,label= 748, type=benign
hazard = x=6346.31914779,y=-5823.38501448,label= 749, type=benign
hazard = x=1560.7833064,y=-455.550012892,label= 750, type=benign
hazard = x=2357.12273049,y=-1643.35624142,label= 751, type=benign
hazard = x=5485.5098421,y=-631.000770166,label= 752, type=benign
hazard = x=6373.42309683,y=-575.930929068,label= 753, type=benign
hazard = x=1666.72174614,y=-2620.41540822,label= 754, type=benign
hazard = x=3376.23099174,y=-2426.3849953,label= 755, type=benign
hazard = x=4519.73287322,y=-2556.90325448,label= 756, type=benign
hazard = x=6652.30525293,y=-2942.46906207,label= 757, type=benign
hazard = x=4915.16658995,y=-2016.40623541,label= 758, type=benign
hazard = x=3733.71890506,y=-2450.3437643,label= 759, type=benign
hazard = x=4744.80684395,y=-4192.87870176,label= 760, type=benign
hazard = x=6995.47713156,y=-2863.51923179,label= 761, type=benign
hazard = x=7395.58183527,y=-4506.41683809,label= 762, type=benign
hazard = x=1266.74696603,y=-546.226807103,label= 763, type=benign
hazard = x=3017.52606283,y=-767.928669363,label= 764, type=benign
hazard = x=4550.5631348,y=-2109.98171432,label= 765, type=benign
hazard = x=6357.08361336,y=-1510.61581366,label= 766, type=benign
hazard = x=952.289953048,y=-3144.95787447,label= 767, type=benign
hazard = x=2082.85177025,y=-3909.0216483,label= 768, type=benign
hazard = x=5936.56023075,y=-3480.60075497,label= 769, type=benign
hazard = x=7895.82756856,y=-3162.94860724,label= 770, type=benign
hazard = x=1581.93856401,y=-5870.72304249,label= 771, type=benign
hazard = x=2212.15836033,y=-4744.44837022,label= 772, type=benign
hazard = x=4698.31627968,y=-5279.80921368,label= 773, type=benign
hazard = x=7002.3825992,y=-5667.15834717,label= 774, type=benign
hazard = x=255.4230455,y=-1320.98711377,label= 775, type=benign
hazard = x=3692.57512737,y=-1426.93831547,label= 776, type=benign
hazard = x=4966.86733909,y=-962.381065423,label= 777, type=benign
hazard = x=7536.86537696,y=-1420.11081919,label= 778, type=benign
hazard = x=1222.55018121,y=-2636.64808866,label= 779, type=benign
hazard = x=3847.59243452,y=-2370.54563972,label= 780, type=benign
hazard = x=5671.84530301,y=-2325.47941272,label= 781, type=benign
hazard = x=7093.15365513,y=-2841.3809831,label= 782, type=benign
hazard = x=4397.75080554,y=-2968.35914302,label= 783, type=benign
hazard = x=7202.21352321,y=-3650.52937014,label= 784, type=benign
hazard = x=7198.47615009,y=-6079.97086441,label= 785, type=benign
hazard = x=848.934748938,y=-892.073915114,label= 786, type=benign
hazard = x=2618.65076765,y=-218.345354157,label= 787, type=benign
hazard = x=4079.33883145,y=-892.73335899,label= 788, type=benign
hazard = x=6419.82100636,y=-536.359585222,label= 789, type=benign
hazard = x=1783.00791254,y=-2961.17557954,label= 790, type=benign
hazard = x=3090.74288126,y=-2244.14583574,label= 791, type=benign
hazard = x=4942.9253129,y=-2461.51703618,label= 792, type=benign
hazard = x=7704.40428446,y=-3379.22818607,label= 793, type=benign
hazard = x=1540.77678474,y=-6048.51575363,label= 794, type=benign
hazard = x=2608.69201735,y=-5121.48672713,label= 795, type=benign
hazard = x=4655.53266282,y=-5641.48599735,label= 796, type=benign
hazard = x=7251.37735952,y=-4979.90172372,label= 797, type=benign
hazard = x=1906.79630129,y=-1001.79052887,label= 798, type=benign
hazard = x=2075.45233859,y=-640.304003517,label= 799, type=benign
hazard = x=5654.14799822,y=-380.545165291,label= 800, type=benign
hazard = x=6170.65559159,y=-933.931553373,label= 801, type=benign
hazard = x=334.562882605,y=-2326.26748571,label= 802, type=benign
hazard = x=2083.47980995,y=-3155.57430309,label= 803, type=benign
hazard = x=5401.09961214,y=-3507.21388094,label= 804, type=benign
hazard = x=6036.00163871,y=-2708.12059249,label= 805, type=benign
hazard = x=4244.76171802,y=-754.617519274,label= 806, type=benign
hazard = x=7177.65711363,y=-1387.0217356,label= 807, type=benign
hazard = x=3488.91254579,y=-4137.68506312,label= 808, type=benign
hazard = x=4344.69555708,y=-4199.92637857,label= 809, type=benign
hazard = x=6029.79031582,y=-2843.33737104,label= 810, type=benign
hazard = x=2829.99478813,y=-6149.51724534,label= 811, type=benign
hazard = x=4950.313355,y=-4292.64537306,label= 812, type=benign
hazard = x=6311.74285457,y=-5734.05414593,label= 813, type=benign
hazard = x=356.930297378,y=-1774.67042426,label= 814, type=benign
hazard = x=3654.37107191,y=-1063.29770448,label= 815, type=benign
hazard = x=4020.9729078,y=-917.8742019,label= 816, type=benign
hazard = x=7333.0214207,y=-871.926647438,label= 817, type=benign
hazard = x=1999.27095278,y=-3901.03228502,label= 818, type=benign
hazard = x=2022.2922224,y=-2921.24301808,label= 819, type=benign
hazard = x=4298.03582147,y=-3473.12658983,label= 820, type=benign
hazard = x=7289.26222776,y=-4256.12872792,label= 821, type=benign
hazard = x=834.001491467,y=-1477.99101621,label= 822, type=benign
hazard = x=3282.19388007,y=-1385.37777949,label= 823, type=benign
hazard = x=5754.34482078,y=-492.351214302,label= 824, type=benign
hazard = x=7084.29273585,y=-453.853736919,label= 825, type=benign
hazard = x=690.138185518,y=-3020.40088497,label= 826, type=benign
hazard = x=3032.77978232,y=-3787.30279283,label= 827, type=benign
hazard = x=4180.26240324,y=-2339.68821013,label= 828, type=benign
hazard = x=6025.15489375,y=-3959.40068909,label= 829, type=benign
hazard = x=1720.45256236,y=-5387.7473992,label= 830, type=benign
hazard = x=2046.8817583,y=-6110.6725337,label= 831, type=benign
hazard = x=5362.31874385,y=-4589.65244835,label= 832, type=benign
hazard = x=6865.6714936,y=-5931.76649766,label= 833, type=benign
hazard = x=891.993300653,y=-340.869873401,label= 834, type=benign
hazard = x=2775.79278516,y=-97.8739607763,label= 835, type=benign
hazard = x=4958.97184856,y=-1683.8764729,label= 836, type=benign
hazard = x=6370.72681661,y=-1488.02960267,label= 837, type=benign
hazard = x=1469.99640219,y=-3624.79398019,label= 838, type=benign
hazard = x=3115.26915216,y=-2410.25038194,label= 839, type=benign
hazard = x=4884.04449441,y=-3371.58051238,label= 840, type=benign
hazard = x=6168.89937279,y=-3389.4586468,label= 841, type=benign
hazard = x=5943.3829648,y=-2556.29996795,label= 842, type=benign
hazard = x=6273.58413461,y=-2996.0468723,label= 843, type=benign
hazard = x=7358.8880997,y=-4441.79180006,label= 844, type=benign
hazard = x=4982.42646472,y=-2087.07707963,label= 845, type=benign
hazard = x=2402.81755044,y=-4226.74674168,label= 846, type=benign
hazard = x=4757.30423218,y=-2858.14733478,label= 847, type=benign
hazard = x=7226.59088942,y=-2422.36857001,label= 848, type=benign
hazard = x=2005.85493962,y=-6321.94028487,label= 849, type=benign
hazard = x=6777.07309141,y=-6359.23900079,label= 850, type=benign
