hazard = x=-0.12139514212085345,y=-65.33025593136867,label= 0, type=benign
hazard = x=-58.9775691615145,y=4.644626964981885,label= 396, type=benign
hazard = x=172.61408836696677,y=-285.48505439336077,label= 397, type=benign
hazard = x=107.32059820867731,y=-198.64226737970017,label= 398, type=benign
hazard = x=-34.8448135665716,y=-44.76607853170552,label= 399, type=benign
hazard = x=-48.01878194119316,y=11.167169600963941,label= 400, type=benign
hazard = x=139.85714312420424,y=-273.3675010645195,label= 401, type=benign
hazard = x=173.2989443079781,y=-187.98297745162813,label= 402, type=benign
hazard = x=-22.813955416024328,y=-37.98996098236732,label= 403, type=benign
hazard = x=3.583045564099237,y=69.23741945579705,label= 404, type=benign
hazard = x=171.74037631627544,y=-266.2979776995976,label= 405, type=benign
hazard = x=98.8869481615476,y=-212.12152488693548,label= 406, type=benign
hazard = x=142.0823652324503,y=-222.113527345348,label= 407, type=benign
hazard = x=-83.44269180996615,y=-36.07993552011349,label= 408, type=benign
hazard = x=2.0855691682964093,y=-58.70020429142831,label= 409, type=benign
hazard = x=-44.70707069042267,y=14.285157292519258,label= 410, type=benign
hazard = x=67.71826626539301,y=-317.0525489749107,label= 411, type=benign
hazard = x=116.6166659565834,y=-292.84844094538056,label= 412, type=benign
hazard = x=237.40343273755218,y=-276.40205940557547,label= 413, type=benign
hazard = x=-60.0356545287187,y=-205.8880213795548,label= 414, type=benign
hazard = x=90.79280575049599,y=-242.02182708816775,label= 415, type=benign
hazard = x=113.30701043468356,y=-175.4240666450514,label= 416, type=benign
hazard = x=244.42728293948812,y=-241.2401656322875,label= 417, type=benign
hazard = x=-132.91264705925812,y=-138.64967810730315,label= 418, type=benign
hazard = x=7.536219868889702,y=-154.75264039454126,label= 419, type=benign
hazard = x=27.178041827382756,y=-150.78317776638582,label= 420, type=benign
hazard = x=101.0694772949623,y=-84.20068664498352,label= 421, type=benign
hazard = x=-108.90367406721194,y=-51.39979091622007,label= 422, type=benign
hazard = x=1.3669654776700781,y=-70.54502923784327,label= 423, type=benign
hazard = x=80.63250113718712,y=-15.998887117441,label= 424, type=benign
hazard = x=169.9050425557518,y=-71.70295227251593,label= 425, type=benign
hazard = x=-129.80424311988907,y=53.121334071298506,label= 426, type=benign
hazard = x=0.45307794476210717,y=24.3709622080901,label= 427, type=benign
hazard = x=71.3576875789792,y=45.27501433265299,label= 428, type=benign
hazard = x=175.03307187039587,y=-299.4343249921145,label= 429, type=benign
hazard = x=79.520065633819,y=-219.29139780364486,label= 430, type=benign
hazard = x=148.12679926588197,y=-180.38333073686277,label= 431, type=benign
hazard = x=-124.66086928632015,y=-26.725079870795867,label= 432, type=benign
hazard = x=0.7599514783523702,y=-28.300329895496787,label= 433, type=benign
hazard = x=-26.379048197983998,y=23.057550350652697,label= 434, type=benign
hazard = x=97.32742154649262,y=-270.6251906445392,label= 435, type=benign
hazard = x=152.68945592035686,y=-266.4466517020885,label= 436, type=benign
hazard = x=188.1875958707879,y=-293.6139800682556,label= 437, type=benign
hazard = x=-28.89360468573299,y=-228.87088437015893,label= 438, type=benign
hazard = x=32.09132243977604,y=-210.5262833123511,label= 439, type=benign
hazard = x=154.460982480351,y=-165.16252488545857,label= 440, type=benign
hazard = x=249.9397714414876,y=-182.38672242379644,label= 441, type=benign
hazard = x=-108.1460711124711,y=-150.88284815773693,label= 442, type=benign
hazard = x=9.265050907250455,y=-109.57440503647152,label= 443, type=benign
hazard = x=62.298760620853,y=-93.11063864341884,label= 444, type=benign
hazard = x=152.1379802724359,y=-134.81170448094164,label= 445, type=benign
hazard = x=-78.99452087751865,y=-71.44931270578329,label= 446, type=benign
hazard = x=-2.119436644371497,y=-80.53561322806611,label= 447, type=benign
hazard = x=71.56102045844133,y=-55.937394860527306,label= 448, type=benign
hazard = x=123.41560112366733,y=-42.94754793444477,label= 449, type=benign
hazard = x=-108.14978122469947,y=11.647791427796793,label= 450, type=benign
hazard = x=5.512833947227506,y=75.22282929997696,label= 451, type=benign
hazard = x=54.82177416111399,y=11.406730168069416,label= 452, type=benign
hazard = x=-122.2628769246922,y=-293.7007889640116,label= 453, type=benign
hazard = x=-0.8674684447800018,y=-292.85463321149103,label= 454, type=benign
hazard = x=20.925989207780052,y=-263.5555852150614,label= 455, type=benign
hazard = x=132.63904523023504,y=-285.7077749204467,label= 456, type=benign
hazard = x=186.30365012537595,y=-321.1885111285984,label= 457, type=benign
hazard = x=-95.5982281210809,y=-177.37988042914694,label= 458, type=benign
hazard = x=12.129431708932657,y=-193.7428765447918,label= 459, type=benign
hazard = x=62.93695586610002,y=-217.67538924353119,label= 460, type=benign
hazard = x=170.84980444614163,y=-231.5468646589303,label= 461, type=benign
hazard = x=217.2343022091103,y=-183.65620982234898,label= 462, type=benign
hazard = x=-110.73846734707864,y=-95.79756300929756,label= 463, type=benign
hazard = x=-59.08027003539857,y=-125.81902660054652,label= 464, type=benign
hazard = x=84.81278778001729,y=-160.6662764486729,label= 465, type=benign
hazard = x=127.79062103437661,y=-98.68902030966015,label= 466, type=benign
hazard = x=253.12774156149547,y=-141.03190104149093,label= 467, type=benign
hazard = x=-114.19218802640682,y=-4.748043884759426,label= 468, type=benign
hazard = x=-45.625256723647496,y=-63.99208024332233,label= 469, type=benign
hazard = x=74.39372110523513,y=-25.709694919421835,label= 470, type=benign
hazard = x=166.56317778707432,y=-67.71925566479054,label= 471, type=benign
hazard = x=257.7443055182927,y=-54.52339906603571,label= 472, type=benign
hazard = x=-117.33556341100125,y=5.272368652309488,label= 473, type=benign
hazard = x=8.282761439775271,y=33.99166856419238,label= 474, type=benign
hazard = x=20.365938578575534,y=46.03031770728931,label= 475, type=benign
hazard = x=148.55558174863538,y=32.31051176671403,label= 476, type=benign
hazard = x=209.52369488046696,y=0.6786559911525583,label= 477, type=benign
hazard = x=-64.18345710639662,y=-244.25388599021306,label= 478, type=benign
hazard = x=-4.26302409654253,y=-312.0942429272073,label= 479, type=benign
hazard = x=24.708459466944646,y=-257.0752211523439,label= 480, type=benign
hazard = x=149.4540330726917,y=-273.7646673648138,label= 481, type=benign
hazard = x=230.85301442887277,y=-309.35909572836033,label= 482, type=benign
hazard = x=-106.27878022549159,y=-210.46345758334945,label= 483, type=benign
hazard = x=-45.32690017497893,y=-241.30374880833884,label= 484, type=benign
hazard = x=33.94689926957715,y=-166.48688786498002,label= 485, type=benign
hazard = x=139.5947608749579,y=-200.43486399612237,label= 486, type=benign
hazard = x=242.54290273093127,y=-205.6474665224124,label= 487, type=benign
hazard = x=-140.81027719680412,y=-84.8624976778086,label= 488, type=benign
hazard = x=-55.022781900993316,y=-109.165258014232,label= 489, type=benign
hazard = x=89.04688657422099,y=-151.4923943535183,label= 490, type=benign
hazard = x=100.93109278819338,y=-142.7305158667424,label= 491, type=benign
hazard = x=233.38998941437185,y=-92.0282499259008,label= 492, type=benign
hazard = x=-73.16266653237564,y=-28.843991518756603,label= 493, type=benign
hazard = x=12.27817290643928,y=-29.504518772606716,label= 494, type=benign
hazard = x=54.53613189664324,y=-77.47059607743044,label= 495, type=benign
hazard = x=132.72059639550832,y=-31.627763836548816,label= 496, type=benign
hazard = x=257.80081510775153,y=-36.86565444087906,label= 497, type=benign
hazard = x=-85.79191090766881,y=-3.0144781095158333,label= 498, type=benign
hazard = x=-57.24200930553882,y=36.98557268519351,label= 499, type=benign
hazard = x=85.90350101731394,y=36.13559772445595,label= 500, type=benign
hazard = x=115.13916595839659,y=5.728927024075755,label= 501, type=benign
hazard = x=241.75761415755335,y=70.57506474262404,label= 502, type=benign
hazard = x=149.25143913391952,y=-222.34557108332558,label= 503, type=benign
hazard = x=14.838229134351366,y=-82.98538268986174,label= 504, type=benign
hazard = x=29.637649185115237,y=-260.67762543606125,label= 505, type=benign
hazard = x=119.7102773507037,y=-248.35353084492596,label= 506, type=benign
hazard = x=218.92873539116562,y=-305.94155897211544,label= 507, type=benign
hazard = x=5.330584902977279,y=-187.59729463128951,label= 508, type=benign
hazard = x=57.820204456455336,y=-201.7158627836239,label= 509, type=benign
hazard = x=100.08914694632438,y=-221.16227297413573,label= 510, type=benign
hazard = x=250.00698378712082,y=-233.13341466873246,label= 511, type=benign
hazard = x=-98.4952883239502,y=-143.51066925383404,label= 512, type=benign
hazard = x=-28.262973867960206,y=-137.45817717286283,label= 513, type=benign
hazard = x=94.19431417945403,y=-94.33441896675672,label= 514, type=benign
hazard = x=139.22371643017016,y=-126.05422432669616,label= 515, type=benign
hazard = x=-137.5147816222886,y=-56.52118790183012,label= 516, type=benign
hazard = x=-25.22795225609267,y=-26.014352348697194,label= 517, type=benign
hazard = x=48.763243290463215,y=-30.367948528645726,label= 518, type=benign
hazard = x=109.46627789377533,y=-83.93058675418888,label= 519, type=benign
hazard = x=-117.83856701225034,y=68.1355468844599,label= 520, type=benign
hazard = x=9.15546274615187,y=19.508139470053997,label= 521, type=benign
hazard = x=96.22634501274335,y=6.31384464035372,label= 522, type=benign
hazard = x=134.88820417192755,y=-272.06935859286784,label= 523, type=benign
hazard = x=24.256957098268515,y=-238.56231770813395,label= 524, type=benign
hazard = x=171.1227207939313,y=-204.91578767726298,label= 525, type=benign
hazard = x=-73.61330561259976,y=-76.28027073034531,label= 526, type=benign
hazard = x=6.995213594948595,y=-46.40488403523148,label= 527, type=benign
hazard = x=16.270984367981953,y=68.59269619298489,label= 528, type=benign
hazard = x=-67.50681541152407,y=-284.4590804087938,label= 529, type=benign
hazard = x=5.828482004395383,y=-257.4794483157685,label= 530, type=benign
hazard = x=38.177390872710724,y=-264.471970658178,label= 531, type=benign
hazard = x=176.0833229238135,y=-265.91718228355097,label= 532, type=benign
hazard = x=248.57795624042942,y=-248.26505122449535,label= 533, type=benign
hazard = x=-69.68505451770358,y=-208.6298031853808,label= 534, type=benign
hazard = x=-7.271249168493455,y=-199.98617659093125,label= 535, type=benign
hazard = x=75.11977965612263,y=-225.0956457563514,label= 536, type=benign
hazard = x=142.97464755716697,y=-173.22664351439659,label= 537, type=benign
hazard = x=217.83840932977623,y=-164.8162561820959,label= 538, type=benign
hazard = x=-79.70806501114218,y=-93.91683671088009,label= 539, type=benign
hazard = x=-31.499617647903356,y=-120.36094409757449,label= 540, type=benign
hazard = x=45.57714517017261,y=-158.25378956804292,label= 541, type=benign
hazard = x=122.20131111470052,y=-133.14193408242252,label= 542, type=benign
hazard = x=179.69489664754187,y=-87.88180927011818,label= 543, type=benign
hazard = x=-113.24567962202333,y=-12.604912365176716,label= 544, type=benign
hazard = x=-4.295084951503327,y=-50.60587635766049,label= 545, type=benign
hazard = x=92.49366266337556,y=-7.602747306553795,label= 546, type=benign
hazard = x=140.07631858741638,y=-77.32447151073906,label= 547, type=benign
hazard = x=255.60290223245914,y=-45.45731877260666,label= 548, type=benign
hazard = x=-136.58148206725363,y=10.76901293576483,label= 549, type=benign
hazard = x=-3.263630097962313,y=27.549261913077096,label= 550, type=benign
hazard = x=70.2555093343118,y=16.956720842230958,label= 551, type=benign
hazard = x=116.60857152655933,y=51.1238534558715,label= 552, type=benign
hazard = x=220.00911642047885,y=27.248835862316866,label= 553, type=benign
hazard = x=26.49269889088497,y=-247.53240811873977,label= 554, type=benign
hazard = x=173.1201717114319,y=-258.90406539030545,label= 555, type=benign
hazard = x=225.26890338420878,y=-316.6181608781738,label= 556, type=benign
hazard = x=2.5609123077712184,y=-182.38298745665548,label= 557, type=benign
hazard = x=49.23550543008123,y=-171.09408857947986,label= 558, type=benign
hazard = x=143.19468508994117,y=-238.9305736559427,label= 559, type=benign
hazard = x=255.7108762279541,y=-240.4326415306491,label= 560, type=benign
hazard = x=-64.49026412711433,y=-122.30852213990015,label= 561, type=benign
hazard = x=2.9433858165859377,y=-95.48013830695353,label= 562, type=benign
hazard = x=25.96515758114339,y=-114.4216892798384,label= 563, type=benign
hazard = x=152.73019907153838,y=-101.46098322091687,label= 564, type=benign
hazard = x=-81.2416333018546,y=-15.487259965612168,label= 565, type=benign
hazard = x=-14.187962457079585,y=-46.59736084609172,label= 566, type=benign
hazard = x=25.248141514393577,y=-31.89669706643261,label= 567, type=benign
hazard = x=159.4758968843423,y=-10.279203559988275,label= 568, type=benign
hazard = x=-123.6621498725763,y=11.689518682121593,label= 569, type=benign
hazard = x=6.672138215131326,y=32.88823106159491,label= 570, type=benign
hazard = x=19.418834040995595,y=37.593941452703405,label= 571, type=benign
hazard = x=128.75084798922748,y=-208.494268697558,label= 572, type=benign
hazard = x=-54.98958867943406,y=-10.756224591268122,label= 573, type=benign
hazard = x=148.68944459263733,y=-196.13354667377672,label= 574, type=benign
hazard = x=-17.12745915156662,y=-62.95266023682021,label= 575, type=benign
hazard = x=-64.49022004918149,y=-274.0388608604284,label= 576, type=benign
hazard = x=-41.61764812253189,y=-272.4628016984773,label= 577, type=benign
hazard = x=71.39217739552356,y=-314.72162320065405,label= 578, type=benign
hazard = x=101.01617596232546,y=-267.33087148777486,label= 579, type=benign
hazard = x=221.1532283528596,y=-308.48459049917864,label= 580, type=benign
hazard = x=-107.215361862577,y=-209.33970224890578,label= 581, type=benign
hazard = x=-1.8817801269157783,y=-185.36464346486227,label= 582, type=benign
hazard = x=44.26835762490158,y=-176.9479888427153,label= 583, type=benign
hazard = x=116.4209533190195,y=-216.1127031200376,label= 584, type=benign
hazard = x=205.28293723610093,y=-167.39775944960707,label= 585, type=benign
hazard = x=-97.01125448822785,y=-157.6760202191926,label= 586, type=benign
hazard = x=-53.853232310785444,y=-163.105745265343,label= 587, type=benign
hazard = x=67.23877374152775,y=-145.2635917344006,label= 588, type=benign
hazard = x=107.02000275214436,y=-128.8623110530054,label= 589, type=benign
hazard = x=215.9186699371469,y=-149.76516728963676,label= 590, type=benign
hazard = x=-110.2866566931366,y=-79.73833459927883,label= 591, type=benign
hazard = x=-0.19185253263589175,y=-20.344279178913965,label= 592, type=benign
hazard = x=26.92713158623002,y=-49.930445489538975,label= 593, type=benign
hazard = x=140.101371350643,y=-8.112876974605811,label= 594, type=benign
hazard = x=216.90020203303845,y=-69.12165566499166,label= 595, type=benign
hazard = x=-107.55011814115062,y=-0.8863280147341044,label= 596, type=benign
hazard = x=-7.485536109212262,y=-0.1363428825695454,label= 597, type=benign
hazard = x=24.761286230454008,y=5.488105616230529,label= 598, type=benign
hazard = x=141.43494323665112,y=55.5033809937525,label= 599, type=benign
hazard = x=238.64929021979927,y=-1.9855002056947555,label= 600, type=benign
hazard = x=83.75343378394237,y=-318.49907280831,label= 601, type=benign
hazard = x=151.99617510655182,y=-285.9905191543875,label= 602, type=benign
hazard = x=43.19100037743449,y=-225.8801772238923,label= 603, type=benign
hazard = x=131.8893751961911,y=-165.48724640491906,label= 604, type=benign
hazard = x=-59.170072621481914,y=-151.19927554349087,label= 605, type=benign
hazard = x=-128.51950375946677,y=-9.017956821666601,label= 606, type=benign
hazard = x=-27.760507938383107,y=-4.260924792885021,label= 607, type=benign
hazard = x=60.87426591109204,y=-34.37550177787216,label= 608, type=benign
hazard = x=4.302102875688831,y=14.099332365668861,label= 609, type=benign
hazard = x=-69.39403493365562,y=-299.9280310399974,label= 610, type=benign
hazard = x=-55.94102464277794,y=-300.0836707863797,label= 611, type=benign
hazard = x=62.642165592500255,y=-259.6193606168385,label= 612, type=benign
hazard = x=143.07466289755934,y=-278.1288497537574,label= 613, type=benign
hazard = x=195.54462564878216,y=-323.06454420436614,label= 614, type=benign
hazard = x=-128.75362881667726,y=-176.72525828078386,label= 615, type=benign
hazard = x=2.328617557276317,y=-189.72714765580616,label= 616, type=benign
hazard = x=85.055224018956,y=-188.5400758275718,label= 617, type=benign
hazard = x=131.59783129694517,y=-224.10999776722838,label= 618, type=benign
hazard = x=181.22729195330257,y=-198.72079978407598,label= 619, type=benign
hazard = x=-138.94297078349547,y=-162.3291043548072,label= 620, type=benign
hazard = x=-20.86024596426256,y=-140.58136741796636,label= 621, type=benign
hazard = x=79.25632901245555,y=-145.29350410966688,label= 622, type=benign
hazard = x=123.13678925294647,y=-87.27537512413568,label= 623, type=benign
hazard = x=239.33483277260456,y=-158.37561584349172,label= 624, type=benign
hazard = x=-110.32548560841877,y=-18.217741638989153,label= 625, type=benign
hazard = x=7.123648914388184,y=-30.33142016588947,label= 626, type=benign
hazard = x=20.88759110524917,y=-74.39267811463824,label= 627, type=benign
hazard = x=141.12060407526235,y=-71.29320089586791,label= 628, type=benign
hazard = x=223.93948401168325,y=-23.514621363918266,label= 629, type=benign
hazard = x=-137.7792086775409,y=16.263446697493297,label= 630, type=benign
hazard = x=-36.62953640954608,y=55.36760395320639,label= 631, type=benign
hazard = x=70.06295804785061,y=61.00630380100307,label= 632, type=benign
hazard = x=125.94772915203149,y=1.2620136427269415,label= 633, type=benign
hazard = x=201.29104354755236,y=56.132681782105195,label= 634, type=benign
hazard = x=124.04298063482908,y=-297.59260681856574,label= 635, type=benign
hazard = x=26.547047655655092,y=-198.55331831735603,label= 636, type=benign
hazard = x=161.9692037426027,y=-218.0939462003021,label= 637, type=benign
hazard = x=-75.8542357109504,y=-6.183233482416384,label= 638, type=benign
hazard = x=17.52899903397136,y=-70.04592617968272,label= 639, type=benign
hazard = x=-58.834293314983036,y=32.96581485906588,label= 640, type=benign
hazard = x=122.05455475891456,y=-179.18201968795012,label= 641, type=benign
hazard = x=-52.964602470173055,y=-9.489911764119825,label= 642, type=benign
hazard = x=134.3959717600792,y=-319.12311435198666,label= 643, type=benign
hazard = x=151.0700196782593,y=-220.79140102295048,label= 644, type=benign
hazard = x=-13.58792261531886,y=-75.93194263415026,label= 645, type=benign
hazard = x=17.587518159421066,y=31.546791962376254,label= 646, type=benign
hazard = x=25.89087365921493,y=-283.3448514664937,label= 647, type=benign
hazard = x=176.09762050155194,y=-315.48618969374434,label= 648, type=benign
hazard = x=79.33059712427055,y=-197.26757925020675,label= 649, type=benign
hazard = x=164.28871322316024,y=-167.65764184697792,label= 650, type=benign
hazard = x=-53.47626675893222,y=-140.18122207337194,label= 651, type=benign
hazard = x=-74.59669219457571,y=-12.268970941600784,label= 652, type=benign
hazard = x=-55.62341431299011,y=-26.363177292169823,label= 653, type=benign
hazard = x=71.30389932947602,y=-44.51561479003253,label= 654, type=benign
hazard = x=-15.305178844873218,y=0.8243622146093923,label= 655, type=benign
hazard = x=52.56213461922205,y=-263.04643119169515,label= 656, type=benign
hazard = x=166.40938586515176,y=-321.9313611842315,label= 657, type=benign
hazard = x=-33.77253455407766,y=-233.98621023902786,label= 658, type=benign
hazard = x=77.97778201344249,y=-190.05305303745774,label= 659, type=benign
hazard = x=109.112957911188,y=-180.4378825257317,label= 660, type=benign
hazard = x=229.87863227725634,y=-200.48362502228713,label= 661, type=benign
hazard = x=-14.343859791968875,y=-140.85678859847872,label= 662, type=benign
hazard = x=-128.66979967074545,y=-78.38234568114291,label= 663, type=benign
hazard = x=-40.701481857025406,y=-55.85183573790341,label= 664, type=benign
hazard = x=35.7860359619077,y=-74.65746347888717,label= 665, type=benign
hazard = x=-79.30193500129765,y=54.60858736399612,label= 666, type=benign
hazard = x=-16.37752572570996,y=15.401402919884223,label= 667, type=benign
hazard = x=20.18788940167116,y=50.15559897302644,label= 668, type=benign
hazard = x=88.15254644280117,y=-320.4540007759527,label= 669, type=benign
hazard = x=163.86029012890236,y=-283.3658561297147,label= 670, type=benign
hazard = x=75.84082410054329,y=-180.70859832573197,label= 671, type=benign
hazard = x=168.30016574255535,y=-231.11912259197868,label= 672, type=benign
hazard = x=-52.14554419441706,y=-103.76394154076749,label= 673, type=benign
hazard = x=-134.7175332498596,y=-39.25972991912305,label= 674, type=benign
hazard = x=-14.540485127034927,y=-24.83432697468851,label= 675, type=benign
hazard = x=73.17465035078187,y=-6.759624884694588,label= 676, type=benign
hazard = x=-38.90844463641073,y=13.958353819802994,label= 677, type=benign
hazard = x=124.6614185106556,y=-186.6987184758163,label= 678, type=benign
hazard = x=-50.53035876642574,y=-65.10145042497615,label= 679, type=benign
hazard = x=25.650616253252757,y=-313.1982921532224,label= 680, type=benign
hazard = x=116.237966125085,y=-274.3642708619122,label= 681, type=benign
hazard = x=185.84044248779324,y=-317.9351841328538,label= 682, type=benign
hazard = x=-25.904470806756592,y=-176.69516963536336,label= 683, type=benign
hazard = x=27.686391833337908,y=-164.05645486666015,label= 684, type=benign
hazard = x=113.69578253690446,y=-185.85321629588006,label= 685, type=benign
hazard = x=214.09086028274388,y=-232.92293855755233,label= 686, type=benign
hazard = x=-109.652243366195,y=-144.37535146742107,label= 687, type=benign
hazard = x=9.45867711871422,y=-128.7854085874785,label= 688, type=benign
hazard = x=21.77918509653648,y=-115.98787452116972,label= 689, type=benign
hazard = x=153.66447105519774,y=-86.4890553986115,label= 690, type=benign
hazard = x=-65.17629229630273,y=-50.37819756204382,label= 691, type=benign
hazard = x=-3.1353680896837943,y=-82.19259487963903,label= 692, type=benign
hazard = x=72.78761985977734,y=-19.36755619565217,label= 693, type=benign
hazard = x=120.63759139910819,y=-66.19511796172583,label= 694, type=benign
hazard = x=-76.48404242066331,y=70.50590053300098,label= 695, type=benign
hazard = x=1.9354290350856616,y=0.39117327998188145,label= 696, type=benign
hazard = x=61.611602588937465,y=43.234469862062596,label= 697, type=benign
hazard = x=89.61447865837302,y=-280.9638422345444,label= 698, type=benign
hazard = x=168.0335919933758,y=-294.343589954523,label= 699, type=benign
hazard = x=-60.72538553142074,y=-184.08276392725352,label= 700, type=benign
hazard = x=81.77834538615642,y=-172.1142219650685,label= 701, type=benign
hazard = x=132.3717965372776,y=-243.44950140511168,label= 702, type=benign
hazard = x=182.6743323089628,y=-241.36718889913064,label= 703, type=benign
hazard = x=-17.77844723300514,y=-102.1148240708918,label= 704, type=benign
hazard = x=-125.97539408018659,y=-81.62954573674412,label= 705, type=benign
hazard = x=17.280118745965453,y=-26.68907743879504,label= 706, type=benign
hazard = x=48.405740497893895,y=-51.15509133446419,label= 707, type=benign
hazard = x=-117.12874726610212,y=7.277276487223702,label= 708, type=benign
hazard = x=-26.638406186077283,y=17.49453137913307,label= 709, type=benign
hazard = x=41.71697770909463,y=-0.7174117558784019,label= 710, type=benign
hazard = x=84.45470519536198,y=-305.88007312091537,label= 711, type=benign
hazard = x=143.81321701760032,y=-269.24079375413453,label= 712, type=benign
hazard = x=21.155892651100395,y=-178.89740391922243,label= 713, type=benign
hazard = x=103.2705735134156,y=-209.55106234330202,label= 714, type=benign
hazard = x=-26.18992690053917,y=-116.83673319349123,label= 715, type=benign
hazard = x=-136.7095470520215,y=-47.15556550126984,label= 716, type=benign
hazard = x=-48.064350845512365,y=-81.54733665343534,label= 717, type=benign
hazard = x=72.38845827331826,y=-59.67010111264043,label= 718, type=benign
hazard = x=-40.17786994513367,y=24.23613477066262,label= 719, type=benign
hazard = x=69.37849937705725,y=-247.50879682993633,label= 720, type=benign
hazard = x=142.9130411532005,y=-295.2677981929733,label= 721, type=benign
hazard = x=191.45440354805564,y=-308.0081321281873,label= 722, type=benign
hazard = x=-48.02927661911193,y=-223.60952448822223,label= 723, type=benign
hazard = x=53.81789528308564,y=-235.47241936078123,label= 724, type=benign
hazard = x=123.91461823897947,y=-236.6182456132508,label= 725, type=benign
hazard = x=202.8566488478139,y=-219.4094985245669,label= 726, type=benign
hazard = x=-86.11428710112668,y=-95.48242176189808,label= 727, type=benign
hazard = x=-53.445803637584056,y=-122.45383986206718,label= 728, type=benign
hazard = x=86.78300591967131,y=-160.20948959571825,label= 729, type=benign
hazard = x=103.26753607727845,y=-115.87525291995563,label= 730, type=benign
hazard = x=-122.21390976070565,y=-72.58935049486294,label= 731, type=benign
hazard = x=-48.640117625057215,y=-51.43314733406002,label= 732, type=benign
hazard = x=96.56636181401946,y=-44.23717828304552,label= 733, type=benign
hazard = x=130.88007703732586,y=-32.82906848235423,label= 734, type=benign
hazard = x=-115.04458752512562,y=70.31911981966438,label= 735, type=benign
hazard = x=-5.407898735072678,y=49.776301739019075,label= 736, type=benign
hazard = x=97.2191269795469,y=42.82882378625721,label= 737, type=benign
hazard = x=56.51840959829344,y=-270.67400572448344,label= 738, type=benign
hazard = x=107.21627351304745,y=-268.7307070591555,label= 739, type=benign
hazard = x=85.54093827826834,y=-197.57188711439198,label= 740, type=benign
hazard = x=157.36523100573424,y=-214.7832159188377,label= 741, type=benign
hazard = x=-53.60329450545008,y=-131.5057119482118,label= 742, type=benign
hazard = x=-137.64851529406093,y=-43.129152950081235,label= 743, type=benign
hazard = x=0.42151148227441837,y=-19.392349176329247,label= 744, type=benign
hazard = x=88.87247637910507,y=-58.40667342016777,label= 745, type=benign
hazard = x=-49.0679332948068,y=75.95538998492992,label= 746, type=benign
hazard = x=56.23876379748315,y=-266.1234531445923,label= 747, type=benign
hazard = x=147.97805490112654,y=-244.94815880949398,label= 748, type=benign
hazard = x=-34.63349990774551,y=-210.4118816351774,label= 749, type=benign
hazard = x=29.562808400305926,y=-237.06188177833562,label= 750, type=benign
hazard = x=134.57695072506903,y=-242.33792218301176,label= 751, type=benign
hazard = x=253.86626790548928,y=-207.67709026119968,label= 752, type=benign
hazard = x=-10.56385388396729,y=-85.78713025445737,label= 753, type=benign
hazard = x=-137.771235125547,y=-25.486445607759073,label= 754, type=benign
hazard = x=-36.550016862952845,y=-61.75543439384726,label= 755, type=benign
hazard = x=62.29456150608614,y=-62.51820065733737,label= 756, type=benign
hazard = x=-92.10986176328426,y=17.0157575665879,label= 757, type=benign
hazard = x=1.0111641345556706,y=24.625419679275666,label= 758, type=benign
hazard = x=48.65364826627138,y=0.04677797150762686,label= 759, type=benign
hazard = x=53.37272816033463,y=-311.7166387803967,label= 760, type=benign
hazard = x=120.28707326801252,y=-260.6210402976027,label= 761, type=benign
hazard = x=204.14106831208488,y=-258.1035987590386,label= 762, type=benign
hazard = x=-12.577790970139404,y=-196.7214029384565,label= 763, type=benign
hazard = x=91.90269171095701,y=-232.8687167110892,label= 764, type=benign
hazard = x=172.54478405703105,y=-209.64395722210185,label= 765, type=benign
hazard = x=181.37192224250472,y=-169.677566917528,label= 766, type=benign
hazard = x=-70.31400242822,y=-106.8552533850238,label= 767, type=benign
hazard = x=-1.7896526203485479,y=-108.8806683049104,label= 768, type=benign
hazard = x=42.91231024539371,y=-159.66424176283394,label= 769, type=benign
hazard = x=134.39474536289748,y=-98.98243567385174,label= 770, type=benign
hazard = x=-111.74024528833321,y=-39.9293116899914,label= 771, type=benign
hazard = x=-28.089009095069926,y=-58.587416599054876,label= 772, type=benign
hazard = x=82.91239513609378,y=-68.60823575832956,label= 773, type=benign
hazard = x=113.01181824231799,y=-71.50872026142252,label= 774, type=benign
hazard = x=-87.30943996851408,y=66.0600178926718,label= 775, type=benign
hazard = x=-49.5346326064559,y=71.07910673632523,label= 776, type=benign
hazard = x=93.36541056914521,y=59.45766476862927,label= 777, type=benign
hazard = x=47.27573755296444,y=-280.5104871664688,label= 778, type=benign
hazard = x=162.8642966890718,y=-274.1620800445829,label= 779, type=benign
hazard = x=71.75863628836332,y=-172.37189116416909,label= 780, type=benign
hazard = x=147.89960236624523,y=-198.18229253421458,label= 781, type=benign
hazard = x=8.151504630450702,y=-135.77086896500577,label= 782, type=benign
hazard = x=-73.65823050673393,y=-57.74874459394526,label= 783, type=benign
hazard = x=-37.13175126501545,y=-49.95294934986371,label= 784, type=benign
hazard = x=98.67364248894162,y=-76.105620716739,label= 785, type=benign
hazard = x=-1.124297923416698,y=38.47198629808128,label= 786, type=benign
hazard = x=-121.44944724768034,y=-305.85658818471717,label= 787, type=benign
hazard = x=5.67012668037367,y=-295.36564784278215,label= 788, type=benign
hazard = x=43.67932789495629,y=-269.7921962607601,label= 789, type=benign
hazard = x=132.3533698359295,y=-288.89560462913255,label= 790, type=benign
hazard = x=187.17503375539908,y=-244.45232868318237,label= 791, type=benign
