hazard = x=159.87860485787914,y=-225.33025593136867,label= 0, type=benign
hazard = x=136.83778785951452,y=-222.92473722671613,label= 397, type=benign
hazard = x=-110.13417955346617,y=-90.32689345136639,label= 398, type=benign
hazard = x=-37.15830001273587,y=-99.4838497690035,label= 399, type=benign
hazard = x=-52.35537303501812,y=-11.72009289682407,label= 400, type=benign
hazard = x=92.61408836696675,y=-45.48505439336077,label= 401, type=benign
hazard = x=-132.67940179132268,y=41.35773262029983,label= 402, type=benign
hazard = x=45.1551864334284,y=35.23392146829448,label= 403, type=benign
hazard = x=34.167169600963945,y=-303.0784980065927,label= 404, type=benign
hazard = x=139.85714312420424,y=-273.3675010645195,label= 405, type=benign
hazard = x=253.2989443079781,y=-267.98297745162813,label= 406, type=benign
hazard = x=-22.813955416024328,y=-197.98996098236734,label= 407, type=benign
hazard = x=83.58304556409924,y=-170.76258054420293,label= 408, type=benign
hazard = x=135.83773122745,y=-171.25962368372456,label= 409, type=benign
hazard = x=250.29169578592465,y=-164.1130518384524,label= 410, type=benign
hazard = x=-91.2332415845086,y=-120.91763476754971,label= 411, type=benign
hazard = x=-6.3003657486811235,y=-106.44269180996615,label= 412, type=benign
hazard = x=76.29075538791969,y=-100.91443083170358,label= 413, type=benign
hazard = x=173.47180800824117,y=-147.70707069042265,label= 414, type=benign
hazard = x=-18.095641491377663,y=-72.87849274830644,label= 415, type=benign
hazard = x=25.94745102508933,y=-53.5156600302649,label= 416, type=benign
hazard = x=130.15155905461944,y=-42.95466751596145,label= 417, type=benign
hazard = x=-93.40205940557547,y=21.32428420975881,label= 418, type=benign
hazard = x=-22.888021379554814,y=73.31885526517972,label= 419, type=benign
hazard = x=20.978172911832246,y=62.82688819362224,label= 420, type=benign
hazard = x=176.10302266255127,y=-178.57271706051188,label= 421, type=benign
hazard = x=-58.3776881694366,y=-75.91264705925812,label= 422, type=benign
hazard = x=-72.4637801311103,y=-314.75264039454123,label= 423, type=benign
hazard = x=-52.821958172617244,y=-310.7831777663858,label= 424, type=benign
hazard = x=21.0694772949623,y=-244.20068664498353,label= 425, type=benign
hazard = x=131.09632593278806,y=-291.39979091622007,label= 426, type=benign
hazard = x=241.36696547767008,y=-310.54502923784327,label= 427, type=benign
hazard = x=-79.36749886281288,y=-175.998887117441,label= 428, type=benign
hazard = x=9.905042555751805,y=-231.70295227251594,label= 429, type=benign
hazard = x=30.195756880110935,y=-186.87866592870148,label= 430, type=benign
hazard = x=160.4530779447621,y=-215.6290377919099,label= 431, type=benign
hazard = x=231.3576875789792,y=-194.72498566734703,label= 432, type=benign
hazard = x=-105.72912049732545,y=-87.96692812960413,label= 433, type=benign
hazard = x=-28.901855813070426,y=-103.479934366181,label= 434, type=benign
hazard = x=76.79288541189867,y=-114.87320073411802,label= 435, type=benign
hazard = x=131.59289259215265,y=-147.66086928632015,label= 436, type=benign
hazard = x=242.20670244802153,y=-102.24004852164762,label= 437, type=benign
hazard = x=-118.07146480436903,y=-49.379048197984,label= 438, type=benign
hazard = x=-2.117634320226017,y=-69.15901212445914,label= 439, type=benign
hazard = x=72.3748093554608,y=-75.54537293391964,label= 440, type=benign
hazard = x=156.5533482979115,y=-41.855041880226665,label= 441, type=benign
hazard = x=209.3860199317444,y=-37.01421211565867,label= 442, type=benign
hazard = x=-125.87088437015893,y=56.68789068281827,label= 443, type=benign
hazard = x=-27.526283312351097,y=63.36236806848781,label= 444, type=benign
hazard = x=97.83747511454143,y=65.32342153738978,label= 445, type=benign
hazard = x=160.61327757620356,y=4.20572037987243,label= 446, type=benign
hazard = x=192.11715184226307,y=29.345507576027416,label= 447, type=benign
hazard = x=150.55383236134674,y=-200.701239379147,label= 448, type=benign
hazard = x=-9.72390260742155,y=-30.862019727564103,label= 449, type=benign
hazard = x=161.00547912248135,y=-231.44931270578329,label= 450, type=benign
hazard = x=-2.119436644371497,y=-80.53561322806611,label= 451, type=benign
hazard = x=127.0626051394727,y=-193.91548596625393,label= 452, type=benign
hazard = x=-19.94754793444477,y=-32.01978438590615,label= 453, type=benign
hazard = x=72.67016416746458,y=-257.4871660527725,label= 454, type=benign
hazard = x=177.00816080687989,y=-288.178225838886,label= 455, type=benign
hazard = x=182.8454910896798,y=-319.8437224757802,label= 456, type=benign
hazard = x=-30.70078896401164,y=-164.07039107757888,label= 457, type=benign
hazard = x=50.14536678850895,y=-205.09767854439858,label= 458, type=benign
hazard = x=159.4444147849386,y=-178.0437427226794,label= 459, type=benign
hazard = x=217.2922250795533,y=-228.8826352878826,label= 460, type=benign
hazard = x=-138.18851112859838,y=-143.58546169656282,label= 461, type=benign
hazard = x=5.620119570853063,y=-134.33544538165665,label= 462, type=benign
hazard = x=69.25712345520819,y=-96.05928317069065,label= 463, type=benign
hazard = x=125.3246107564688,y=-91.97616025911397,label= 464, type=benign
hazard = x=-48.546864658930296,y=-17.327475477948937,label= 465, type=benign
hazard = x=79.34379017765102,y=-71.95599183131233,label= 466, type=benign
hazard = x=167.20243699070244,y=-63.88231989947479,label= 467, type=benign
hazard = x=-102.81902660054652,y=12.791401808222275,label= 468, type=benign
hazard = x=-57.66627644867291,y=47.82904660574504,label= 469, type=benign
hazard = x=84.31097969033985,y=24.66950107497167,label= 470, type=benign
hazard = x=143.6657193658515,y=-297.1921880264068,label= 471, type=benign
hazard = x=125.92776579788084,y=-228.6252567236475,label= 472, type=benign
hazard = x=-70.8396889790261,y=-108.60627889476487,label= 473, type=benign
hazard = x=12.862575445700102,y=-96.43682221292568,label= 474, type=benign
hazard = x=-7.74626968504554,y=-5.25569448170728,label= 475, type=benign
hazard = x=89.42805498468834,y=-60.335563411001246,label= 476, type=benign
hazard = x=-76.81320218123555,y=65.28276143977527,label= 477, type=benign
hazard = x=38.85951698515571,y=-2.634061421424466,label= 478, type=benign
hazard = x=68.55558174863538,y=-287.68948823328594,label= 479, type=benign
hazard = x=129.52369488046696,y=-319.32134400884746,label= 480, type=benign
hazard = x=180.379905158634,y=-247.18345710639662,label= 481, type=benign
hazard = x=-29.82913182375959,y=-187.26302409654252,label= 482, type=benign
hazard = x=72.364309962823,y=-238.29154053305535,label= 483, type=benign
hazard = x=134.12096194356147,y=-193.5459669273083,label= 484, type=benign
hazard = x=202.93743118807868,y=-192.14698557112723,label= 485, type=benign
hazard = x=-132.53700483657067,y=-129.27878022549157,label= 486, type=benign
hazard = x=6.601889653364708,y=-148.32690017497893,label= 487, type=benign
hazard = x=49.70670821216285,y=-149.05310073042284,label= 488, type=benign
hazard = x=167.27419479751683,y=-123.40523912504209,label= 489, type=benign
hazard = x=-37.08194146989832,y=-20.457097269068726,label= 490, type=benign
hazard = x=42.980772702678095,y=-83.81027719680411,label= 491, type=benign
hazard = x=150.88045834049635,y=-78.02278190099332,label= 492, type=benign
hazard = x=-137.03985069351592,y=66.04688657422099,label= 493, type=benign
hazard = x=-5.012374653928596,y=-2.0689072118066107,label= 494, type=benign
hazard = x=33.15889075832109,y=50.38998941437185,label= 495, type=benign
hazard = x=166.83733346762438,y=-188.8439915187566,label= 496, type=benign
hazard = x=12.27817290643928,y=-29.504518772606716,label= 497, type=benign
hazard = x=105.52940392256956,y=-210.77785927564958,label= 498, type=benign
hazard = x=-8.627763836548816,y=-36.707813949723985,label= 499, type=benign
hazard = x=120.49146263211276,y=-188.7919109076688,label= 500, type=benign
hazard = x=-2.091917410935622,y=-80.24200930553882,label= 501, type=benign
hazard = x=165.90350101731394,y=-203.86440227554405,label= 502, type=benign
hazard = x=-44.86083404160341,y=-74.27107297592424,label= 503, type=benign
hazard = x=173.57506474262402,y=-188.13068464393723,label= 504, type=benign
hazard = x=-10.748560866080496,y=-62.34557108332557,label= 505, type=benign
hazard = x=-129.458990663646,y=-314.200400803207,label= 506, type=benign
hazard = x=2.3223745639387374,y=-280.03314082875136,label= 507, type=benign
hazard = x=94.64646915507403,y=-265.9231930938654,label= 508, type=benign
hazard = x=117.05844102788456,y=-299.12551004809416,label= 509, type=benign
hazard = x=235.40270536871049,y=-245.6616669502751,label= 510, type=benign
hazard = x=-98.7158627836239,y=-203.74567149715128,label= 511, type=benign
hazard = x=-38.16227297413574,y=-181.22063144643258,label= 512, type=benign
hazard = x=29.866585331267533,y=-195.94139454822962,label= 513, type=benign
hazard = x=119.48933074616596,y=-239.197952128455,label= 514, type=benign
hazard = x=205.54182282713717,y=-210.1601239488852,label= 515, type=benign
hazard = x=-71.33441896675672,y=-117.04355063335747,label= 516, type=benign
hazard = x=-23.054224326696158,y=-137.2479592236225,label= 517, type=benign
hazard = x=46.47881209816988,y=-107.95700373492377,label= 518, type=benign
hazard = x=156.9856476513028,y=-114.84543885223717,label= 519, type=benign
hazard = x=232.63205147135426,y=-93.63421909718035,label= 520, type=benign
hazard = x=-140.93058675418888,y=-9.19655919621458,label= 521, type=benign
hazard = x=11.135546884459899,y=-63.57229793673225,label= 522, type=benign
hazard = x=42.508139470054,y=-45.048962529113766,label= 523, type=benign
hazard = x=109.31384464035372,y=-8.203295322060285,label= 524, type=benign
hazard = x=214.88820417192755,y=-32.06935859286782,label= 525, type=benign
hazard = x=-135.74304290173149,y=1.4376822918660395,label= 526, type=benign
hazard = x=11.122720793931293,y=35.08421232273703,label= 527, type=benign
hazard = x=86.38669438740024,y=3.719729269654687,label= 528, type=benign
hazard = x=166.9952135949486,y=33.59511596476852,label= 529, type=benign
hazard = x=256.27098436798195,y=68.59269619298489,label= 530, type=benign
hazard = x=-67.50681541152407,y=-284.4590804087938,label= 531, type=benign
hazard = x=5.828482004395383,y=-257.4794483157685,label= 532, type=benign
hazard = x=38.177390872710724,y=-264.471970658178,label= 533, type=benign
hazard = x=176.0833229238135,y=-265.91718228355097,label= 534, type=benign
hazard = x=248.57795624042942,y=-248.26505122449535,label= 535, type=benign
hazard = x=-69.68505451770358,y=-208.6298031853808,label= 536, type=benign
hazard = x=-7.271249168493455,y=-199.98617659093125,label= 537, type=benign
hazard = x=75.11977965612263,y=-225.0956457563514,label= 538, type=benign
hazard = x=142.97464755716697,y=-173.22664351439659,label= 539, type=benign
hazard = x=217.83840932977623,y=-164.8162561820959,label= 540, type=benign
hazard = x=-79.70806501114218,y=-93.91683671088009,label= 541, type=benign
hazard = x=-31.499617647903356,y=-120.36094409757449,label= 542, type=benign
hazard = x=45.57714517017261,y=-158.25378956804292,label= 543, type=benign
hazard = x=122.20131111470052,y=-133.14193408242252,label= 544, type=benign
hazard = x=179.69489664754187,y=-87.88180927011818,label= 545, type=benign
hazard = x=-113.24567962202333,y=-12.604912365176716,label= 546, type=benign
hazard = x=-4.295084951503327,y=-50.60587635766049,label= 547, type=benign
hazard = x=92.49366266337556,y=-7.602747306553795,label= 548, type=benign
hazard = x=140.07631858741638,y=-77.32447151073906,label= 549, type=benign
hazard = x=255.60290223245914,y=-45.45731877260666,label= 550, type=benign
hazard = x=-136.58148206725363,y=10.76901293576483,label= 551, type=benign
hazard = x=-3.263630097962313,y=27.549261913077096,label= 552, type=benign
hazard = x=70.2555093343118,y=16.956720842230958,label= 553, type=benign
hazard = x=116.60857152655933,y=51.1238534558715,label= 554, type=benign
hazard = x=220.00911642047885,y=27.248835862316866,label= 555, type=benign
hazard = x=26.49269889088497,y=-247.53240811873977,label= 556, type=benign
hazard = x=173.1201717114319,y=-258.90406539030545,label= 557, type=benign
hazard = x=225.26890338420878,y=-316.6181608781738,label= 558, type=benign
hazard = x=2.5609123077712184,y=-182.38298745665548,label= 559, type=benign
hazard = x=49.23550543008123,y=-171.09408857947986,label= 560, type=benign
hazard = x=143.19468508994117,y=-238.9305736559427,label= 561, type=benign
hazard = x=255.7108762279541,y=-240.4326415306491,label= 562, type=benign
hazard = x=-64.49026412711433,y=-122.30852213990015,label= 563, type=benign
hazard = x=2.9433858165859377,y=-95.48013830695353,label= 564, type=benign
hazard = x=25.96515758114339,y=-114.4216892798384,label= 565, type=benign
hazard = x=152.73019907153838,y=-101.46098322091687,label= 566, type=benign
hazard = x=-1.2416333018546055,y=-15.487259965612168,label= 567, type=benign
hazard = x=65.81203754292042,y=-46.59736084609172,label= 568, type=benign
hazard = x=105.24814151439358,y=-31.89669706643261,label= 569, type=benign
hazard = x=-80.52410311565771,y=69.72079644001172,label= 570, type=benign
hazard = x=-43.6621498725763,y=11.689518682121593,label= 571, type=benign
hazard = x=86.67213821513133,y=32.88823106159491,label= 572, type=benign
hazard = x=-99.4060585472966,y=-252.54440744683953,label= 573, type=benign
hazard = x=-31.24915201077251,y=-288.494268697558,label= 574, type=benign
hazard = x=25.010411320565943,y=-250.7562245912681,label= 575, type=benign
hazard = x=150.82646479288394,y=-274.3105554073627,label= 576, type=benign
hazard = x=252.26963314346608,y=-280.1274591515666,label= 577, type=benign
hazard = x=-67.63555581682495,y=-166.94566500844792,label= 578, type=benign
hazard = x=15.509779950818512,y=-194.0388608604284,label= 579, type=benign
hazard = x=38.38235187746811,y=-192.46280169847728,label= 580, type=benign
hazard = x=151.39217739552356,y=-234.72162320065405,label= 581, type=benign
hazard = x=181.01617596232546,y=-187.33087148777483,label= 582, type=benign
hazard = x=-98.8467716471404,y=-148.48459049917864,label= 583, type=benign
hazard = x=-27.215361862577005,y=-129.33970224890578,label= 584, type=benign
hazard = x=78.11821987308423,y=-105.36464346486227,label= 585, type=benign
hazard = x=124.26835762490158,y=-96.94798884271528,label= 586, type=benign
hazard = x=196.4209533190195,y=-136.1127031200376,label= 587, type=benign
hazard = x=-114.71706276389907,y=-7.397759449607079,label= 588, type=benign
hazard = x=-17.01125448822784,y=-77.6760202191926,label= 589, type=benign
hazard = x=26.146767689214553,y=-83.10574526534297,label= 590, type=benign
hazard = x=147.23877374152775,y=-65.26359173440059,label= 591, type=benign
hazard = x=187.02000275214436,y=-48.86231105300541,label= 592, type=benign
hazard = x=-104.08133006285313,y=10.234832710363241,label= 593, type=benign
hazard = x=-30.28665669313661,y=0.2616654007211707,label= 594, type=benign
hazard = x=79.80814746736411,y=59.655720821086035,label= 595, type=benign
hazard = x=106.92713158623002,y=30.069554510461025,label= 596, type=benign
hazard = x=220.101371350643,y=71.88712302539419,label= 597, type=benign
hazard = x=113.87834433500834,y=-230.44603299682967,label= 598, type=benign
hazard = x=-57.886328014734104,y=-14.720658509651656,label= 599, type=benign
hazard = x=-74.1382215350742,y=-318.238713769546,label= 600, type=benign
hazard = x=-35.572848543611165,y=-281.5650567633489,label= 601, type=benign
hazard = x=20.42585577032019,y=-264.35070978020076,label= 602, type=benign
hazard = x=139.21168788015257,y=-292.6424774950182,label= 603, type=benign
hazard = x=184.50092719168998,y=-249.40726722229212,label= 604, type=benign
hazard = x=-102.99051915438753,y=-170.4832040257486,label= 605, type=benign
hazard = x=-42.880177223892304,y=-225.06400474104544,label= 606, type=benign
hazard = x=97.51275359508094,y=-185.55681250007922,label= 607, type=benign
hazard = x=111.80072445650913,y=-167.22982653304797,label= 608, type=benign
hazard = x=253.9820431783334,y=-225.06598063242677,label= 609, type=benign
hazard = x=-61.26092479288502,y=-93.44691654666408,label= 610, type=benign
hazard = x=-11.37550177787216,y=-138.33420795247386,label= 611, type=benign
hazard = x=37.09933236566886,y=-124.88698504850441,label= 612, type=benign
hazard = x=170.60596506634437,y=-139.9280310399974,label= 613, type=benign
hazard = x=184.05897535722207,y=-140.08367078637968,label= 614, type=benign
hazard = x=-97.35783440749975,y=-19.619360616838506,label= 615, type=benign
hazard = x=-16.92533710244068,y=-38.12884975375739,label= 616, type=benign
hazard = x=35.54462564878215,y=-83.06454420436613,label= 617, type=benign
hazard = x=111.24637118332274,y=-16.725258280783848,label= 618, type=benign
hazard = x=242.32861755727632,y=-29.72714765580615,label= 619, type=benign
hazard = x=-74.944775981044,y=51.45992417242819,label= 620, type=benign
hazard = x=-28.40216870305482,y=15.890002232771636,label= 621, type=benign
hazard = x=21.22729195330256,y=41.279200215924014,label= 622, type=benign
hazard = x=101.05702921650455,y=-2.3291043548072263,label= 623, type=benign
hazard = x=219.13975403573744,y=19.418632582033627,label= 624, type=benign
hazard = x=117.70649589033312,y=-164.7269733314707,label= 625, type=benign
hazard = x=15.724624875864322,y=-63.182161805818666,label= 626, type=benign
hazard = x=-61.03320800754915,y=-293.3254856084188,label= 627, type=benign
hazard = x=-11.74505035342915,y=-255.87635108561182,label= 628, type=benign
hazard = x=97.25120267328307,y=-322.11240889475084,label= 629, type=benign
hazard = x=122.55136674759677,y=-281.87939592473765,label= 630, type=benign
hazard = x=218.00476111232754,y=-279.06051598831675,label= 631, type=benign
hazard = x=-75.12581545160178,y=-240.7792086775409,label= 632, type=benign
hazard = x=16.69234201818817,y=-219.62953640954606,label= 633, type=benign
hazard = x=22.284075754181632,y=-192.9370419521494,label= 634, type=benign
hazard = x=131.38497189105632,y=-217.05227084796851,label= 635, type=benign
hazard = x=218.7217163423324,y=-221.70895645244764,label= 636, type=benign
hazard = x=-75.64263073902967,y=-128.49548138014492,label= 637, type=benign
hazard = x=-34.592606818565756,y=-159.81646024815194,label= 638, type=benign
hazard = x=64.44668168264397,y=-144.788280597278,label= 639, type=benign
hazard = x=124.9060537996979,y=-141.01631593691747,label= 640, type=benign
hazard = x=256.81676651758363,y=-86.53858513772023,label= 641, type=benign
hazard = x=-127.04592617968272,y=-20.598664453096546,label= 642, type=benign
hazard = x=-24.03418514093412,y=-41.635519984050525,label= 643, type=benign
hazard = x=42.05455475891456,y=-19.18201968795013,label= 644, type=benign
hazard = x=107.03539752982695,y=-9.489911764119825,label= 645, type=benign
hazard = x=226.88816956914394,y=-48.60402823992082,label= 646, type=benign
hazard = x=-103.17965250846518,y=48.070019678259314,label= 647, type=benign
hazard = x=-19.724934384646076,y=43.41207738468114,label= 648, type=benign
hazard = x=84.37053853554683,y=74.58751815942107,label= 649, type=benign
hazard = x=145.35740352328048,y=20.765124060134944,label= 650, type=benign
hazard = x=219.6551485335063,y=52.91056087535109,label= 651, type=benign
hazard = x=90.11023702843411,y=-263.6694028757295,label= 652, type=benign
hazard = x=168.6445984465644,y=-258.71128677683976,label= 653, type=benign
hazard = x=227.78172850530575,y=-316.47626675893224,label= 654, type=benign
hazard = x=-46.93312977403133,y=-177.59669219457572,label= 655, type=benign
hazard = x=83.29496223657884,y=-238.62341431299012,label= 656, type=benign
hazard = x=100.89467350473934,y=-191.69610067052398,label= 657, type=benign
hazard = x=254.3524990583199,y=-198.3051788448732,label= 658, type=benign
hazard = x=-67.80094658207037,y=-144.74959978534463,label= 659, type=benign
hazard = x=-0.046431191695162966,y=-141.6885153984977,label= 660, type=benign
hazard = x=21.068638815768516,y=-121.83967124786952,label= 661, type=benign
hazard = x=109.01378976097214,y=-153.66346029547032,label= 662, type=benign
hazard = x=-7.05305303745773,y=-39.85199810392916,label= 663, type=benign
hazard = x=82.56211747426828,y=-78.89285797819133,label= 664, type=benign
hazard = x=142.51637497771287,y=-47.27930401679013,label= 665, type=benign
hazard = x=-117.85678859847873,y=2.145321971241602,label= 666, type=benign
hazard = x=-55.3823456811429,y=17.71019222296912,label= 667, type=benign
hazard = x=47.14816426209659,y=31.432979267406125,label= 668, type=benign
hazard = x=61.01057656699607,y=-262.30193500129764,label= 669, type=benign
hazard = x=121.64186879545912,y=-279.37752572571,label= 670, type=benign
hazard = x=196.57789460328559,y=-322.81211059832884,label= 671, type=benign
hazard = x=-43.19511847576345,y=-214.74137823108458,label= 672, type=benign
hazard = x=22.54599922404729,y=-219.83893814214488,label= 673, type=benign
hazard = x=139.6341438702853,y=-184.2019653775866,label= 674, type=benign
hazard = x=242.29140167426803,y=-200.2614122821223,label= 675, type=benign
hazard = x=-128.11912259197868,y=-107.24663084505,label= 676, type=benign
hazard = x=-0.7639415407674903,y=-107.68085819312076,label= 677, type=benign
hazard = x=63.74027008087695,y=-130.89924041550785,label= 678, type=benign
hazard = x=158.1656730253115,y=-121.06640669117411,label= 679, type=benign
hazard = x=16.24037511530541,y=-59.718164027952014,label= 680, type=benign
hazard = x=36.958353819802994,y=-30.499207613718887,label= 681, type=benign
hazard = x=124.6614185106556,y=-26.6987184758163,label= 682, type=benign
hazard = x=-130.53035876642573,y=14.898549575023846,label= 683, type=benign
hazard = x=-46.61058240639947,y=2.650616253252757,label= 684, type=benign
hazard = x=25.22473924663587,y=13.237966125084991,label= 685, type=benign
hazard = x=105.84044248779324,y=-317.9351841328538,label= 686, type=benign
hazard = x=134.0955291932434,y=-176.69516963536336,label= 687, type=benign
hazard = x=-132.3136081666621,y=-84.05645486666015,label= 688, type=benign
hazard = x=-46.30421746309553,y=-105.85321629588006,label= 689, type=benign
hazard = x=-25.909139717256124,y=-72.92293855755233,label= 690, type=benign
hazard = x=50.34775663380501,y=-64.37535146742107,label= 691, type=benign
hazard = x=-70.54132288128578,y=31.21459141252147,label= 692, type=benign
hazard = x=21.77918509653648,y=44.01212547883029,label= 693, type=benign
hazard = x=176.5109446013885,y=-205.93922226737809,label= 694, type=benign
hazard = x=-27.378197562043823,y=-17.589384594271962,label= 695, type=benign
hazard = x=-70.18478619682563,y=-270.21238014022265,label= 696, type=benign
hazard = x=-27.916718950803954,y=-302.3624086008918,label= 697, type=benign
hazard = x=74.76788541938421,y=-259.4840424206633,label= 698, type=benign
hazard = x=177.4283923542916,y=-261.0645709649143,label= 699, type=benign
hazard = x=202.2847285155179,y=-281.38839741106256,label= 700, type=benign
hazard = x=-119.30539533797804,y=-222.54554338560087,label= 701, type=benign
hazard = x=-17.9638422345444,y=-188.9495612984818,label= 702, type=benign
hazard = x=48.65641004547698,y=-183.1836318489348,label= 703, type=benign
hazard = x=158.91723607274648,y=-201.08165807181572,label= 704, type=benign
hazard = x=250.8857780349315,y=-166.57830339152247,label= 705, type=benign
hazard = x=-140.44950140511168,y=-146.12648578302662,label= 706, type=benign
hazard = x=-58.36718889913064,y=-86.40552031299039,label= 707, type=benign
hazard = x=80.8851759291082,y=-146.31172623420224,label= 708, type=benign
hazard = x=101.37045426325588,y=-150.54957131663463,label= 709, type=benign
hazard = x=236.31092256120496,y=-90.37399379030519,label= 710, type=benign
hazard = x=-108.15509133446419,y=-36.6213682172752,label= 711, type=benign
hazard = x=-49.7227235127763,y=-38.98326500319006,label= 712, type=benign
hazard = x=40.494531379133065,y=-48.089400242067555,label= 713, type=benign
hazard = x=102.2825882441216,y=-6.389288494189387,label= 714, type=benign
hazard = x=244.45470519536198,y=-65.88007312091537,label= 715, type=benign
hazard = x=-96.18678298239966,y=50.759206245865485,label= 716, type=benign
hazard = x=-58.844107348899605,y=61.10259608077759,label= 717, type=benign
hazard = x=23.2705735134156,y=30.44893765669797,label= 718, type=benign
hazard = x=133.81007309946082,y=43.16326680650877,label= 719, type=benign
hazard = x=183.2904529479785,y=32.84443449873016,label= 720, type=benign
hazard = x=21.45266334656467,y=-296.4528622070318,label= 721, type=benign
hazard = x=123.32989888735958,y=-267.4945634042863,label= 722, type=benign
hazard = x=207.23613477066263,y=-292.7412901713363,label= 723, type=benign
hazard = x=-10.621500622942747,y=-167.50879682993633,label= 724, type=benign
hazard = x=62.91304115320051,y=-215.26779819297332,label= 725, type=benign
hazard = x=111.45440354805564,y=-228.0081321281873,label= 726, type=benign
hazard = x=191.97072338088807,y=-223.60952448822223,label= 727, type=benign
hazard = x=-106.18210471691435,y=-155.47241936078123,label= 728, type=benign
hazard = x=-36.085381761020535,y=-156.6182456132508,label= 729, type=benign
hazard = x=42.8566488478139,y=-139.4094985245669,label= 730, type=benign
hazard = x=153.88571289887332,y=-95.48242176189808,label= 731, type=benign
hazard = x=-53.445803637584056,y=-42.45383986206719,label= 732, type=benign
hazard = x=86.78300591967131,y=-80.20948959571824,label= 733, type=benign
hazard = x=103.26753607727845,y=-35.87525291995563,label= 734, type=benign
hazard = x=-122.21390976070565,y=7.4106495051370604,label= 735, type=benign
hazard = x=-48.640117625057215,y=28.566852665939983,label= 736, type=benign
hazard = x=96.56636181401946,y=35.76282171695448,label= 737, type=benign
hazard = x=150.17093151764578,y=-206.57185786462776,label= 738, type=benign
hazard = x=13.31911981966438,y=-95.46618257885092,label= 739, type=benign
hazard = x=-7.223698260980925,y=-19.084956596981357,label= 740, type=benign
hazard = x=127.65670026933779,y=-218.82279519465624,label= 741, type=benign
hazard = x=-7.6740057244834645,y=-42.54444976008652,label= 742, type=benign
hazard = x=124.35719227426463,y=-177.45906172173164,label= 743, type=benign
hazard = x=-51.91860967627611,y=-25.634768994265755,label= 744, type=benign
hazard = x=106.39670549454992,y=-211.5057119482118,label= 745, type=benign
hazard = x=-57.648515294060935,y=-43.129152950081235,label= 746, type=benign
hazard = x=163.60765082367075,y=-179.03196173056347,label= 747, type=benign
hazard = x=-35.40667342016777,y=-22.227828971193574,label= 748, type=benign
hazard = x=172.21957903984273,y=-221.99335638636668,label= 749, type=benign
hazard = x=-3.123453144592318,y=-54.335896462542365,label= 750, type=benign
hazard = x=132.5881183648226,y=-202.08140913961265,label= 751, type=benign
hazard = x=-54.061881778335625,y=-117.76021802541777,label= 752, type=benign
hazard = x=-59.33792218301177,y=-28.764959201540798,label= 753, type=benign
hazard = x=148.35514658903037,y=-193.56385388396728,label= 754, type=benign
hazard = x=-30.99192045405385,y=-80.771235125547,label= 755, type=benign
hazard = x=43.449983137047155,y=-301.7554343938473,label= 756, type=benign
hazard = x=142.29456150608615,y=-302.5182006573374,label= 757, type=benign
hazard = x=227.89013823671576,y=-302.9842424334121,label= 758, type=benign
hazard = x=1.0111641345556706,y=-215.37458032072433,label= 759, type=benign
hazard = x=48.65364826627138,y=-239.95322202849238,label= 760, type=benign
hazard = x=111.93067050464964,y=-209.62727183966535,label= 761, type=benign
hazard = x=209.05814581658333,y=-222.71292673198747,label= 762, type=benign
hazard = x=-112.39172180155722,y=-138.85893168791512,label= 763, type=benign
hazard = x=-4.482565867038289,y=-115.5777909701394,label= 764, type=benign
hazard = x=86.05477027399903,y=-91.09730828904299,label= 765, type=benign
hazard = x=172.29795157562842,y=-90.45521594296895,label= 766, type=benign
hazard = x=-3.6228947164377914,y=-81.62807775749528,label= 767, type=benign
hazard = x=37.2632843757778,y=-13.314002428219993,label= 768, type=benign
hazard = x=143.84304331439006,y=-24.789652620348548,label= 769, type=benign
hazard = x=-68.49566326959577,y=19.91231024539371,label= 770, type=benign
hazard = x=11.047549654923856,y=31.394745362897467,label= 771, type=benign
hazard = x=75.2587249872767,y=25.259754711666783,label= 772, type=benign
hazard = x=131.9109909049301,y=-218.58741659905488,label= 773, type=benign
hazard = x=2.912395136093778,y=-68.60823575832956,label= 774, type=benign
hazard = x=31.491279738577468,y=-279.8567108531505,label= 775, type=benign
hazard = x=169.0600178926718,y=-313.61867406861904,label= 776, type=benign
hazard = x=254.07910673632523,y=-276.0924512062965,label= 777, type=benign
hazard = x=2.4576647686292716,y=-219.80170233610124,label= 778, type=benign
hazard = x=47.27573755296444,y=-200.5104871664688,label= 779, type=benign
hazard = x=162.8642966890718,y=-194.16208004458292,label= 780, type=benign
hazard = x=231.75863628836333,y=-172.37189116416909,label= 781, type=benign
hazard = x=-92.10039763375477,y=-118.18229253421458,label= 782, type=benign
hazard = x=8.151504630450702,y=-135.77086896500577,label= 783, type=benign
hazard = x=86.34176949326607,y=-137.74874459394528,label= 784, type=benign
hazard = x=122.86824873498455,y=-129.9529493498637,label= 785, type=benign
hazard = x=18.673642488941624,y=-76.105620716739,label= 786, type=benign
hazard = x=78.87570207658331,y=-41.52801370191872,label= 787, type=benign
hazard = x=105.06233435043688,y=-64.44944724768034,label= 788, type=benign
hazard = x=-99.42431555514347,y=62.67012668037367,label= 789, type=benign
hazard = x=7.788547489655343,y=20.67932789495629,label= 790, type=benign
hazard = x=90.38843279252453,y=29.35336983592949,label= 791, type=benign
hazard = x=107.1750337553991,y=-164.45232868318237,label= 792, type=benign
hazard = x=-33.21557597515514,y=-16.816426275768762,label= 793, type=benign
